Crash Number,Day of the Week,Day ,Time of Day,Time ,Place,Controlled Access,Access ,Manner of Crash,Crash Manner,Crash Severity,Intersection Related,Intersection Relationship,At Intersection,Intersection Location,Functional Class,Lighting Conditions,Light Conditions ,Weather,Weather C,CU Roadway Condition,Roadway Condition,CU Roadway Curvature and Grade,Roadway Curvature,Latitude,Longitude
2729305,Friday,Weekday,4:00 PM to 4:59 PM,Peak Hour,Rural,Not a Controlled Access,Not Controlled,Single Vehicle Crash (all types),Single Vehicle Crash,Possible Injury,No - Crash Was Not Intersection Related,Not Intersection Related,No - Crash Did Not Occur at an Intersection,Not at an Intersection,Major Collector,Daylight,Daylight,Cloudy,Foggy,Dry,Dry,Curve Right and Down Grade,Curve,34.839602,-86.243664
2729354,Friday,Weekday,7:00 PM to 7:59 PM,Peak Hour,Urban,Main Road, Controlled,Sideswipe - Opposite Direction,Sides,Possible Injury,No - Crash Was Not Intersection Related,Not Intersection Related,Yes - Crash Occurred at an Intersection,At an Intersection,Local,Dark - Spot Illumination One Side of Roadway,Dark,Clear,Clear,Dry,Dry,Straight and Level,Straight,33.53792,-86.821033
2729398,Friday,Weekday,7:00 PM to 7:59 PM,Peak Hour,Urban,Main Road, Controlled,Single Vehicle Crash (all types),Single Vehicle Crash,Non-Incapacitating Injury,No - Crash Was Not Intersection Related,Not Intersection Related,Yes - Crash Occurred at an Intersection,At an Intersection,Principal Arterial - Other,Dark - Spot Illumination Both Sides of Roadway,Dark,Clear,Clear,Dry,Dry,Straight and Level,Straight,33.439296,-86.72556
2729478,Saturday,Weekend,5:00 AM to 5:59 AM,Peak Hour,Rural,Not a Controlled Access,Not Controlled,Single Vehicle Crash (all types),Single Vehicle Crash,Suspected Serious Injury,No - Crash Was Not Intersection Related,Not Intersection Related,No - Crash Did Not Occur at an Intersection,Not at an Intersection,Major Collector,Dark - Roadway Not Lighted,Dark,Cloudy,Foggy,Dry,Dry,Curve Left and Down Grade,Curve,34.132041,-87.194446
2729736,Saturday,Weekend,5:00 PM to 5:59 PM,Peak Hour,Rural,Not a Controlled Access,Not Controlled,Single Vehicle Crash (all types),Single Vehicle Crash,Suspected Serious Injury,No - Crash Was Not Intersection Related,Not Intersection Related,No - Crash Did Not Occur at an Intersection,Not at an Intersection,Local,Dark - Roadway Not Lighted,Dark,Mist,Foggy,Wet,Wet,Straight with Up Grade,Straight,33.810761,-85.578751
2729830,Friday,Weekday,6:00 PM to 6:59 PM,Off-Peak Hour,Urban,Not a Controlled Access,Not Controlled,Single Vehicle Crash (all types),Single Vehicle Crash,Possible Injury,Yes - Crash Was Intersection Related,Intersection Related,Yes - Crash Occurred at an Intersection,At an Intersection,Local,Daylight,Daylight,Clear,Clear,Dry,Dry,Straight and Level,Straight,31.100745,-88.010559
2729882,Sunday,Weekend,11:00 AM to 11:59 AM,Off-Peak Hour,Urban,Not a Controlled Access,Not Controlled,Rear End (front to rear),Rear-End,Property Damage Only,Yes - Crash Was Intersection Related,Intersection Related,Yes - Crash Occurred at an Intersection,At an Intersection,Local,Daylight,Daylight,Clear,Clear,Dry,Dry,Straight and Level,Straight,33.204274,-87.569113
2730437,Monday,Weekday,11:00 AM to 11:59 AM,Off-Peak Hour,Urban,Not a Controlled Access,Not Controlled,Side Impact (angled),Angular,Property Damage Only,Yes - Crash Was Intersection Related,Intersection Related,No - Crash Did Not Occur at an Intersection,Not at an Intersection,Local,Daylight,Daylight,Clear,Clear,Dry,Dry,Straight and Level,Straight,30.734188,-88.236779
2727976,Monday,Weekday,5:00 PM to 5:59 PM,Peak Hour,Rural,Not a Controlled Access,Not Controlled,Sideswipe - Opposite Direction,Sides,Property Damage Only,Yes - Crash Was Intersection Related,Intersection Related,Yes - Crash Occurred at an Intersection,At an Intersection,Major Collector,Dark - Roadway Not Lighted,Dark,Clear,Clear,Dry,Dry,Straight with Up Grade,Straight,33.986974,-87.223959
2731519,Wednesday,Weekday,6:00 PM to 6:59 PM,Off-Peak Hour,Urban,Not a Controlled Access,Not Controlled,Single Vehicle Crash (all types),Single Vehicle Crash,Property Damage Only,No - Crash Was Not Intersection Related,Not Intersection Related,No - Crash Did Not Occur at an Intersection,Not at an Intersection,Minor Arterial,Dark - Continuous Lighting Both Sides of Roadway,Dark,Clear,Clear,CU is Unknown,Dry,CU is Unknown,Curve,32.836684,-85.177086
2728770,Monday,Weekday,1:00 PM to 1:59 PM,Off-Peak Hour,Rural,Not a Controlled Access,Not Controlled,Single Vehicle Crash (all types),Single Vehicle Crash,Fatal Injury,No - Crash Was Not Intersection Related,Not Intersection Related,No - Crash Did Not Occur at an Intersection,Not at an Intersection,Local,Daylight,Daylight,Clear,Clear,Dry,Dry,Curve Right and Up Grade,Curve,31.021043,-88.254234
2731691,Wednesday,Weekday,2:00 PM to 2:59 PM,Off-Peak Hour,Rural,Not a Controlled Access,Not Controlled,Side Impact (angled),Angular,Non-Incapacitating Injury,No - Crash Was Not Intersection Related,Not Intersection Related,No - Crash Did Not Occur at an Intersection,Not at an Intersection,Major Collector,Daylight,Daylight,Clear,Clear,Dry,Dry,Straight and Level,Straight,30.7776,-88.258873
2731897,Thursday,Weekday,12:00 Noon to 12:59 PM,Off-Peak Hour,Urban,Main Road, Controlled,Angle Oncoming (frontal),Angular,Property Damage Only,No - Crash Was Not Intersection Related,Not Intersection Related,Yes - Crash Occurred at an Intersection,At an Intersection,Null value,Daylight,Daylight,Clear,Clear,Dry,Dry,Straight and Level,Straight,30.702242,-88.136102
2731979,Monday,Weekday,3:00 PM to 3:59 PM,Off-Peak Hour,Urban,Main Road, Controlled,Side Impact (90 degrees),Sides,Non-Incapacitating Injury,No - Crash Was Not Intersection Related,Not Intersection Related,Yes - Crash Occurred at an Intersection,At an Intersection,Principal Arterial - Other,Daylight,Daylight,Clear,Clear,Dry,Dry,Straight and Level,Straight,34.489053,-85.835376
2732012,Thursday,Weekday,4:00 PM to 4:59 PM,Peak Hour,Urban,On Ramp, Controlled,Rear End (front to rear),Rear-End,Property Damage Only,No - Crash Was Not Intersection Related,Not Intersection Related,Yes - Crash Occurred at an Intersection,At an Intersection,Interstate,Daylight,Daylight,Clear,Clear,Dry,Dry,Straight with Up Grade,Straight,32.368002,-86.139079
2728722,Tuesday,Weekday,5:00 PM to 5:59 PM,Peak Hour,Rural,Not a Controlled Access,Not Controlled,Rear End (front to rear),Rear-End,Property Damage Only,No - Crash Was Not Intersection Related,Not Intersection Related,No - Crash Did Not Occur at an Intersection,Not at an Intersection,Principal Arterial - Other,Dark - Spot Illumination One Side of Roadway,Dark,Clear,Clear,Dry,Dry,Straight and Level,Straight,33.351042,-86.612652
2731033,Wednesday,Weekday,2:00 PM to 2:59 PM,Off-Peak Hour,Rural,Not a Controlled Access,Not Controlled,Angle Oncoming (frontal),Angular,Fatal Injury,No - Crash Was Not Intersection Related,Not Intersection Related,No - Crash Did Not Occur at an Intersection,Not at an Intersection,Major Collector,Daylight,Daylight,Clear,Clear,Dry,Dry,Straight and Level,Straight,30.720506,-88.371564
2733000,Saturday,Weekend,3:00 PM to 3:59 PM,Off-Peak Hour,Urban,Not a Controlled Access,Not Controlled,Rear End (front to rear),Rear-End,Suspected Serious Injury,No - Crash Was Not Intersection Related,Not Intersection Related,No - Crash Did Not Occur at an Intersection,Not at an Intersection,Principal Arterial - Other,Daylight,Daylight,Cloudy,Foggy,Wet,Wet,Straight with Up Grade,Straight,32.566913,-86.197213
2733056,Sunday,Weekend,2:00 PM to 2:59 PM,Off-Peak Hour,Urban,Main Road, Controlled,Side Impact (angled),Angular,Fatal Injury,Yes - Crash Was Intersection Related,Intersection Related,Yes - Crash Occurred at an Intersection,At an Intersection,Principal Arterial - Other,Daylight,Daylight,Clear,Clear,Dry,Dry,Straight and Level,Straight,30.737563,-88.104991
2733134,Sunday,Weekend,3:00 PM to 3:59 PM,Off-Peak Hour,Urban,Not a Controlled Access,Not Controlled,Sideswipe - Same Direction,Sides,Possible Injury,No - Crash Was Not Intersection Related,Not Intersection Related,No - Crash Did Not Occur at an Intersection,Not at an Intersection,Principal Arterial - Other,Daylight,Daylight,Cloudy,Foggy,Dry,Dry,Straight and Level,Straight,33.655372,-86.682641
2733168,Sunday,Weekend,1:00 PM to 1:59 PM,Off-Peak Hour,Rural,Main Road, Controlled,Rear End (front to rear),Rear-End,Suspected Serious Injury,No - Crash Was Not Intersection Related,Not Intersection Related,No - Crash Did Not Occur at an Intersection,Not at an Intersection,Interstate,Daylight,Daylight,Cloudy,Foggy,CU is Unknown,Dry,CU is Unknown,Curve,33.753918,-87.204614
2728683,Monday,Weekday,9:00 PM to 9:59 PM,Off-Peak Hour,Urban,Not a Controlled Access,Not Controlled,Rear End (front to rear),Rear-End,Fatal Injury,No - Crash Was Not Intersection Related,Not Intersection Related,No - Crash Did Not Occur at an Intersection,Not at an Intersection,Major Collector,Dark - Roadway Not Lighted,Dark,Cloudy,Foggy,Dry,Dry,Straight and Level,Straight,34.48982,-86.896032
2731988,Thursday,Weekday,4:00 PM to 4:59 PM,Peak Hour,Urban,Not a Controlled Access,Not Controlled,Side Impact (90 degrees),Sides,Property Damage Only,No - Crash Was Not Intersection Related,Not Intersection Related,Yes - Crash Occurred at an Intersection,At an Intersection,Minor Arterial,Dark - Roadway Not Lighted,Dark,Clear,Clear,Dry,Dry,Straight and Level,Straight,33.344713,-86.799146
2733304,Saturday,Weekend,7:00 PM to 7:59 PM,Peak Hour,Urban,Main Road, Controlled,Rear End (front to rear),Rear-End,Property Damage Only,No - Crash Was Not Intersection Related,Not Intersection Related,No - Crash Did Not Occur at an Intersection,Not at an Intersection,Interstate,Dark - Roadway Not Lighted,Dark,Cloudy,Foggy,Dry,Dry,Straight and Level,Straight,33.450665,-86.818209
2728746,Monday,Weekday,6:00 PM to 6:59 PM,Off-Peak Hour,Rural,Off Ramp, Controlled,Single Vehicle Crash (all types),Single Vehicle Crash,Non-Incapacitating Injury,No - Crash Was Not Intersection Related,Not Intersection Related,Yes - Crash Occurred at an Intersection,At an Intersection,Interstate,Daylight,Daylight,Cloudy,Foggy,Dry,Dry,Straight with Up Grade,Straight,30.964893,-87.758223
2733448,Saturday,Weekend,5:00 PM to 5:59 PM,Peak Hour,Urban,Not a Controlled Access,Not Controlled,Side Impact (90 degrees),Sides,Suspected Serious Injury,No - Crash Was Not Intersection Related,Not Intersection Related,No - Crash Did Not Occur at an Intersection,Not at an Intersection,Principal Arterial - Other,Dark - Roadway Not Lighted,Dark,Clear,Clear,Dry,Dry,Straight and Level,Straight,31.215726,-85.361354
2734354,Wednesday,Weekday,2:00 AM to 2:59 AM,Off-Peak Hour,Rural,Not a Controlled Access,Not Controlled,Single Vehicle Crash (all types),Single Vehicle Crash,Property Damage Only,No - Crash Was Not Intersection Related,Not Intersection Related,No - Crash Did Not Occur at an Intersection,Not at an Intersection,Minor Collector,Dark - Roadway Not Lighted,Dark,Cloudy,Foggy,Wet,Wet,Curve Left and Down Grade,Curve,33.970596,-87.459101
2734184,Sunday,Weekend,5:00 PM to 5:59 PM,Peak Hour,Urban,Not a Controlled Access,Not Controlled,Single Vehicle Crash (all types),Single Vehicle Crash,Non-Incapacitating Injury,No - Crash Was Not Intersection Related,Not Intersection Related,No - Crash Did Not Occur at an Intersection,Not at an Intersection,Local,Dark - Spot Illumination One Side of Roadway,Dark,Clear,Clear,Dry,Dry,Straight and Level,Straight,32.492086,-86.474618
2734396,Wednesday,Weekday,7:00 AM to 7:59 AM,Peak Hour,Urban,Not a Controlled Access,Not Controlled,Rear End (front to rear),Rear-End,Property Damage Only,No - Crash Was Not Intersection Related,Not Intersection Related,Yes - Crash Occurred at an Intersection,At an Intersection,Minor Arterial,Daylight,Daylight,Mist,Foggy,Wet,Wet,Straight and Level,Straight,30.49285,-88.288273
2734570,Wednesday,Weekday,7:00 AM to 7:59 AM,Peak Hour,Rural,Not a Controlled Access,Not Controlled,Single Vehicle Crash (all types),Single Vehicle Crash,Non-Incapacitating Injury,No - Crash Was Not Intersection Related,Not Intersection Related,No - Crash Did Not Occur at an Intersection,Not at an Intersection,Minor Collector,Daylight,Daylight,Fog,Foggy,Dry,Dry,Curve Right and Down Grade,Curve,31.626059,-87.514359
2734772,Wednesday,Weekday,9:00 PM to 9:59 PM,Off-Peak Hour,Rural,Not a Controlled Access,Not Controlled,Single Vehicle Crash (all types),Single Vehicle Crash,Property Damage Only,No - Crash Was Not Intersection Related,Not Intersection Related,Yes - Crash Occurred at an Intersection,At an Intersection,Local,Dark - Roadway Not Lighted,Dark,Mist,Foggy,Wet,Wet,Straight and Level,Straight,34.063918,-85.963609
2734951,Tuesday,Weekday,3:00 PM to 3:59 PM,Off-Peak Hour,Urban,Main Road, Controlled,Head-On (front to front only),Head-On,Non-Incapacitating Injury,No - Crash Was Not Intersection Related,Not Intersection Related,Yes - Crash Occurred at an Intersection,At an Intersection,Minor Arterial,Daylight,Daylight,Cloudy,Foggy,CU is Unknown,Dry,CU is Unknown,Curve,33.258247,-87.338922
2732589,Friday,Weekday,11:00 PM to 11:59 PM,Off-Peak Hour,Urban,Not a Controlled Access,Not Controlled,Rear End (front to rear),Rear-End,Possible Injury,Yes - Crash Was Intersection Related,Intersection Related,Yes - Crash Occurred at an Intersection,At an Intersection,Major Collector,Dark - Spot Illumination Both Sides of Roadway,Dark,Clear,Clear,Dry,Dry,Straight and Level,Straight,32.484036,-86.414266
2734893,Thursday,Weekday,3:00 AM to 3:59 AM,Off-Peak Hour,Rural,Not a Controlled Access,Not Controlled,Single Vehicle Crash (all types),Single Vehicle Crash,Suspected Serious Injury,No - Crash Was Not Intersection Related,Not Intersection Related,No - Crash Did Not Occur at an Intersection,Not at an Intersection,Major Collector,Dark - Roadway Not Lighted,Dark,Fog,Foggy,Wet,Wet,Curve Left and Level,Curve,34.044713,-86.86084
2735143,Sunday,Weekend,4:00 PM to 4:59 PM,Peak Hour,Urban,Not a Controlled Access,Not Controlled,Side Impact (90 degrees),Sides,Suspected Serious Injury,Yes - Crash Was Intersection Related,Intersection Related,Yes - Crash Occurred at an Intersection,At an Intersection,Minor Arterial,Daylight,Daylight,Cloudy,Foggy,Dry,Dry,Straight and Level,Straight,31.025575,-87.493789
2735228,Thursday,Weekday,5:00 PM to 5:59 PM,Peak Hour,Urban,Main Road, Controlled,Rear End (front to rear),Rear-End,Suspected Serious Injury,No - Crash Was Not Intersection Related,Not Intersection Related,Yes - Crash Occurred at an Intersection,At an Intersection,Interstate,Dark - Spot Illumination Both Sides of Roadway,Dark,Clear,Clear,Dry,Dry,Straight and Level,Straight,30.73908,-88.109948
2735231,Thursday,Weekday,5:00 PM to 5:59 PM,Peak Hour,Urban,Not a Controlled Access,Not Controlled,Head-On (front to front only),Head-On,Non-Incapacitating Injury,Yes - Crash Was Intersection Related,Intersection Related,Yes - Crash Occurred at an Intersection,At an Intersection,Major Collector,Dusk,Dark,Cloudy,Foggy,Dry,Dry,Straight and Level,Straight,32.489625,-86.35197
2735382,Thursday,Weekday,5:00 PM to 5:59 PM,Peak Hour,Urban,Not a Controlled Access,Not Controlled,Single Vehicle Crash (all types),Single Vehicle Crash,Non-Incapacitating Injury,No - Crash Was Not Intersection Related,Not Intersection Related,No - Crash Did Not Occur at an Intersection,Not at an Intersection,Local,Dark - Roadway Not Lighted,Dark,Clear,Clear,Dry,Dry,Straight with Up Grade,Straight,31.087881,-88.234808
2734995,Saturday,Weekend,7:00 PM to 7:59 PM,Peak Hour,Rural,Main Road, Controlled,Single Vehicle Crash (all types),Single Vehicle Crash,Suspected Serious Injury,No - Crash Was Not Intersection Related,Not Intersection Related,No - Crash Did Not Occur at an Intersection,Not at an Intersection,Interstate,Dark - Spot Illumination One Side of Roadway,Dark,Clear,Clear,Dry,Dry,Straight and Level,Straight,33.123129,-87.649449
2735129,Thursday,Weekday,12:00 Noon to 12:59 PM,Off-Peak Hour,Rural,Not a Controlled Access,Not Controlled,Single Vehicle Crash (all types),Single Vehicle Crash,Suspected Serious Injury,No - Crash Was Not Intersection Related,Not Intersection Related,No - Crash Did Not Occur at an Intersection,Not at an Intersection,Major Collector,Daylight,Daylight,Clear,Clear,Dry,Dry,Straight and Level,Straight,33.770301,-87.033125
2735580,Thursday,Weekday,3:00 PM to 3:59 PM,Off-Peak Hour,Urban,Not a Controlled Access,Not Controlled,Side Impact (90 degrees),Sides,Non-Incapacitating Injury,Yes - Crash Was Intersection Related,Intersection Related,No - Crash Did Not Occur at an Intersection,Not at an Intersection,Minor Arterial,Daylight,Daylight,Clear,Clear,Dry,Dry,Straight with Up Grade,Straight,32.502221,-86.390886
2731206,Wednesday,Weekday,6:00 AM to 6:59 AM,Peak Hour,Rural,Not a Controlled Access,Not Controlled,Single Vehicle Crash (all types),Single Vehicle Crash,Non-Incapacitating Injury,No - Crash Was Not Intersection Related,Not Intersection Related,No - Crash Did Not Occur at an Intersection,Not at an Intersection,Local,Daylight,Daylight,Cloudy,Foggy,Wet,Wet,Curve Right and Down Grade,Curve,33.937007,-87.457576
2699760,Friday,Weekday,6:00 AM to 6:59 AM,Peak Hour,Rural,Not a Controlled Access,Not Controlled,Head-On (front to front only),Head-On,Fatal Injury,No - Crash Was Not Intersection Related,Not Intersection Related,No - Crash Did Not Occur at an Intersection,Not at an Intersection,Minor Arterial,Dawn,Daylight,Clear,Clear,Dry,Dry,Straight with Up Grade,Straight,32.567013,-85.378652
2735729,Friday,Weekday,3:00 PM to 3:59 PM,Off-Peak Hour,Rural,Not a Controlled Access,Not Controlled,Single Vehicle Crash (all types),Single Vehicle Crash,Suspected Serious Injury,No - Crash Was Not Intersection Related,Not Intersection Related,No - Crash Did Not Occur at an Intersection,Not at an Intersection,Major Collector,Daylight,Daylight,Cloudy,Foggy,Dry,Dry,Straight and Level,Straight,34.731208,-86.960601
